고객ID,1개월_혜택,3개월_혜택,6개월_혜택,12개월_혜택
7621845500,4166.666666666667,11600.0,24100.0,39700.0
7855695312,3366.666666666667,9500.0,21200.0,33100.0
8505815685,1966.6666666666672,7300.000000000002,16900.0,26000.0
5791291255,3366.666666666667,3800.0,11300.0,16800.0
6256092938,1966.6666666666672,10100.000000000004,22600.000000000004,39600.0
4461195529,1266.6666666666667,9600.0,14800.0,28100.0
8080337355,4166.666666666667,12400.0,19700.0,37400.0
7465878805,1966.6666666666672,7300.0,16100.0,25900.0
2932373369,4166.666666666667,12500.0,22100.0,37500.0
5631382687,3366.666666666667,8800.0,21300.0,34500.0
7752409492,1266.6666666666667,9600.0,19200.0,36300.0
6940001651,2666.666666666667,8100.0,14000.0,24500.0
6362525221,4166.666666666667,9600.0,15500.0,28800.0
8793125351,1966.6666666666672,7300.0,12600.0,23800.0
6762284706,3366.666666666667,6600.0,13900.0,22200.0
3816039541,4066.666666666668,10200.0,20500.0,39700.0
5461014112,1966.6666666666672,10300.0,17600.0,28100.0
5366617649,1266.6666666666667,5900.0,13900.0,21500.0
4626328704,1966.6666666666672,3800.000000000001,1300.000000000001,4800.0
9529221776,4166.666666666667,7400.0,14800.0,23800.0
8568721944,2666.666666666667,8700.0,18800.0,30700.0
8413019218,4166.666666666667,12400.0,18300.0,36000.0
9056037739,2666.666666666667,8100.0,14800.0,26800.0
6271020108,4066.666666666668,9400.000000000002,17500.0,34500.0
6295152881,4066.666666666668,8000.000000000002,12600.0,16800.0
6945274673,3366.666666666667,8700.0,17500.0,25100.0
7094671220,4166.666666666667,11700.0,19700.0,26800.0
7810856974,2666.666666666667,9500.0,15400.0,25800.0
7546081773,4166.666666666667,12500.0,24900.0,43400.0
7665877423,4166.666666666667,4600.0,17100.0,19200.0
7570195043,1966.6666666666672,5300.0,17800.0,17800.0
7177240945,4166.666666666667,4600.0,7000.0,7000.0
7278719052,1266.6666666666667,3800.0,14100.0,26700.0
4425783847,4166.666666666667,7500.0,20000.0,25000.0
4255672826,3366.666666666667,6600.0,16900.0,33100.0
8739633096,2666.666666666667,11000.0,17700.0,26900.0
9672598957,1266.6666666666667,5200.0,14800.0,34800.0
8020065757,4066.666666666668,12300.0,24700.0,29600.0
5011155483,2666.666666666667,9400.000000000002,20300.0,33600.0
5830100588,1266.6666666666667,6700.0,16900.0,36900.0
8835065846,1266.6666666666667,6700.0,14800.0,30300.0
8701901253,4166.666666666667,10200.0,19700.0,32900.0
9946021621,1266.6666666666667,8100.0,19000.0,30900.0
9811546809,3366.666666666667,9500.0,19100.0,31000.0
9382146631,1966.6666666666672,5900.0,10400.0,23800.0
7653326646,1266.6666666666667,9600.0,14800.0,26700.0
8154783625,3366.666666666667,8800.0,13400.0,18300.0
6429371976,2666.666666666667,6600.000000000002,16000.000000000004,26500.0
7012641827,4166.666666666667,10300.0,21300.0,35500.0
7071626237,3366.666666666667,8800.0,16800.0,26600.0
4333503950,1266.6666666666667,9600.0,9200.0,14700.0
6327114306,1266.6666666666667,6700.0,11200.0,28100.0
4996233021,4166.666666666667,12500.0,24200.0,41900.0
4920984427,4166.666666666667,12500.0,19900.0,37000.0
8275892009,1266.6666666666667,5900.0,14700.0,26600.0
7411087997,1266.6666666666667,5900.0,15500.0,22400.0
3840944086,1966.6666666666672,7400.0,17000.0,35300.0
7054308624,1966.6666666666672,8800.0,11900.0,11900.0
5187850978,1266.6666666666667,3100.0,9000.0,20200.0
9328925714,1966.6666666666672,6600.000000000002,6900.000000000002,21100.0
7978896445,1266.6666666666667,9600.0,19200.0,28300.0
7452257010,4166.666666666667,11700.0,15500.0,22400.0
6925587749,4166.666666666667,12500.0,25000.0,37800.0
6830190700,4066.666666666668,7300.000000000002,15400.0,27200.0
8945674725,4066.666666666668,7400.0,17700.0,37700.0
9077801474,1966.6666666666672,7400.0,17700.0,33300.0
5195959887,1966.6666666666672,4500.0,10400.0,19500.0
5668087186,2666.666666666667,8800.0,13300.0,22400.0
4230230100,4166.666666666667,8800.0,20400.0,32900.0
5507667443,4166.666666666667,9600.0,12000.0,7000.0
5206713305,1966.6666666666672,6600.0,4100.0,6200.0
8890884195,1266.6666666666667,3800.0,14000.0,28800.0
6378762665,1266.6666666666667,6600.0,16200.0,34000.0
6509834944,1966.6666666666672,8800.0,6300.0,15500.0
7531670691,4066.666666666668,11600.0,23300.0,36700.0
8146419490,4166.666666666667,12500.0,25000.0,45000.0
2583978049,1266.6666666666667,6600.0,11200.0,18800.0
4089722893,4166.666666666667,12500.0,25000.0,45000.0
4027592792,2666.666666666667,10200.0,17600.0,28100.0
3106933896,1966.6666666666672,10300.0,19900.0,22700.0
5185487347,1966.6666666666672,10300.0,16200.0,29500.0
5561648943,1266.6666666666667,9600.0,14100.0,28100.0
5752236735,4166.666666666667,8800.0,18300.0,35300.0
3772013408,1266.6666666666667,4500.0,13300.0,23200.0
7244631231,4166.666666666667,8800.0,10500.0,29600.0
9365620282,4066.666666666668,12300.000000000002,21700.000000000004,31400.000000000007
9525032018,4166.666666666667,10200.0,22700.0,36100.0
9532344822,1266.6666666666667,3800.0,11200.0,23100.0
9046601141,4166.666666666667,12500.0,22100.0,37700.0
9839582555,1266.6666666666667,5900.0,18400.0,31700.0
8142455487,4166.666666666667,12500.0,21300.0,33300.0
7320117304,1966.6666666666672,5200.0,12600.0,22400.0
3293322595,2666.666666666667,9500.0,7000.0,9700.0
9444029805,2666.666666666667,8700.000000000002,19600.000000000004,23800.0
9057890121,4166.666666666667,9600.0,22100.0,36900.0
8214025806,4166.666666666667,6700.0,16300.0,29800.0
9892555791,4166.666666666667,12500.0,22100.0,39200.0
8357690866,4166.666666666667,9500.0,20500.0,31700.0
9303239112,4166.666666666667,9600.0,12000.0,22000.0
7556846471,4166.666666666667,11000.0,22000.0,36800.0
9061552866,2666.666666666667,6600.0,16200.0,23100.0
8543022913,1966.6666666666672,8800.0,6300.0,1300.0
9266017512,3366.666666666667,9500.0,7000.0,9800.0
9506915063,4166.666666666667,9600.0,21300.0,38400.0
7410037684,4166.666666666667,8100.0,14800.0,24500.0
7491836817,1266.6666666666667,5200.0,13200.0,25100.0
5242112463,4066.666666666668,10200.0,19000.0,36100.0
4276113468,2666.666666666667,5200.0,8300.0,13900.0
8733353779,2666.666666666667,6600.0,16000.0,26500.0
9236384463,4066.666666666668,10900.0,18200.0,36000.0
9301422548,1266.6666666666667,6700.0,14800.0,25900.0
5819876413,1966.6666666666672,8800.0,16900.0,30200.0
9412043203,3366.666666666667,5900.0,14000.0,25900.0
7384620635,2666.666666666667,8000.0,16800.0,28700.0
7835497496,4166.666666666667,8800.0,21300.0,33300.0
8190963176,4166.666666666667,11000.0,23500.0,37600.0
6730049901,4166.666666666667,9600.0,7100.0,2100.0
6143086856,3366.666666666667,8800.0,16100.0,28100.0
9279653220,1266.6666666666667,4500.0,14700.0,25800.0
8701888890,4166.666666666667,12500.0,21200.0,20400.0
8514718735,4166.666666666667,9600.0,19000.0,38200.0
9490685687,1966.6666666666672,8100.0,14000.0,23700.0
9479418911,4166.666666666667,12400.0,21200.0,37900.0
9462620736,1966.6666666666672,8800.0,16100.0,30200.0
9451083130,2666.666666666667,11000.0,13400.0,14700.0
9384785000,1266.6666666666667,3800.0,13400.0,30300.0
9563030199,4066.666666666668,12400.0,19000.0,30200.0
5483274613,4166.666666666667,10300.0,21200.0,38300.0
